영업상태코드,개방자치단체코드,지번주소,좌표정보(X),좌표정보(Y),사업장명,행정구역
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제2관),광진구
1,3040000,서울특별시 광진구 자양동 9-4 몰오브케이 ,205845.9467,448616.8477,CGV 건대입구 제1관,광진구
1,3040000,서울특별시 광진구 자양동 9-4 몰오브케이 ,205845.9467,448616.8477,CGV 건대입구 제2관,광진구
1,3040000,서울특별시 광진구 자양동 9-4 몰오브케이 ,205845.9467,448616.8477,CGV 건대입구 제3관,광진구
1,3040000,서울특별시 광진구 자양동 9-4 몰오브케이 ,205845.9467,448616.8477,CGV 건대입구 제4관,광진구
1,3040000,서울특별시 광진구 자양동 9-4 몰오브케이 ,205845.9467,448616.8477,CGV 건대입구 제5관,광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제5관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제6관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제3관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제1관),광진구
1,3040000,서울특별시 광진구 화양동 1번지 건국대학교 예술문화대학 지하1층 ,206445.8811,448922.8817,KU시네마테크,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제5관,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제6관,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제7관,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제8관,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제9관,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제10관,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변 11 CINE & FORET,광진구
1,3040000,서울특별시 광진구 구의동 546-4 테크노마트10층 ,208394.4164,448165.28,CGV강변11 제4관[CGV 아트하우스],광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제4관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제7관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제8관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (샤롯데관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제9관),광진구
1,3040000,서울특별시 광진구 자양동 227-7 더샵스타시티 ,206349.675,448396.9397,롯데시네마 건대입구관 (제10관),광진구
